NamaBarang,JumlahBarang,type,category,confidenceLevel,explanation,quantity
CRUDE PALM OIL,66460.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Tuslaag TBS Div 6,66960.0,service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 6 is a maintenance and repair service for oil palm processing machines.,1
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No074PSJCCPOVII2021,67080.0,service,Maintenance/Repair Service,0.8,The text refers to the payment of a service contract for the maintenance and repair of palm oil processing equipment.,1
Palm Kernel,69150.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,69220.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL KONTRAK NO 036SJMSKJBPKIV2021,69750.0,service,Maintenance/Repair Service,0.8,Palm kernel kontrak is a service contract for maintenance and repair of palm oil processing machinery.,1
Panjar Penjualan CPO 146SRMCPOPKUVI2021,71060.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
TBS PERIODE 30  31 OKTOBER 2021,71305.5,service,Transport service,0.8,TBS PERIODE 30 refers to a transportation service for palm oil products.,1
CRUDE PALM OIL,71770.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 6,72050.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
TBS Periode 04  07 September 2021,72520.0,service,Maintenance/Repair Service,0.8,TBS Periode 04 refers to a maintenance or repair service for palm oil processing equipment.,1
TBS Periode 23  27 Juli 2021,73510.0,service,Maintenance/Repair Service,0.8,"The text mentions 'TBS Periode 23' and '27 Juli 2021', which suggests that the product is related to maintenance or repair services for palm oil processing equipment.",1
Palm Kernel,74180.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,74500.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
Ongkos Angkut CPO,74730.0,service,Transport Service,0.8,Ongkos Angkut CPO is a transport service provider for oil palm fruit,1
TBS Periode 23 Maret 2021,74759.89844,service,Maintenance/Repair Service,0.8,The text mentions 'Periode' which is a service related to maintenance and repair of palm oil processing equipment.,1
Pembelian Palm Kernel PK,74850.0,product,Primary,1.0,Pembelian Palm Kernel PK is a product of palm oil fruit.,100
CRUDE PALM OIL,74870.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,74940.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,74970.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,74975.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
PALM KERNEL,74990.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut CPO,75060.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,75140.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,75560.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,75640.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut CPO,75890.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,0
Ongkos Angkut CPO,76000.0,service,Transport Service,0.85,Ongkos Angkut CPO is a transport service provider for oil palm fruit,1
Ongkos Angkut TBS DIV 1,76090.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
UANG MUKA CRUDE PALM OIL,76600.0,product,Primary,1.0,Uang muka crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,78289.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,79270.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,79380.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPOCrude Palm Oil NoKontrak 016PMCCPOI2021,79480.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
CRUDE PALM OIL,79490.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,79600.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut TBS DIV 5,79610.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,79810.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
CRUDE PALM OIL,80000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0053POMKPRCPOII2021 Tanggal 09 Februari 2021 PO No 9100072922,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0092POMKPRCPOIII2021 Tanggal 09 Maret 2021 PO No 9100073860,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0100POMKPRCPOIII2021 Tanggal 16 Maret 2021 PO No 9100074149,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,16000.0
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0283POMKPRCPOVII2021 Tanggal 27 Juli 2021 PO No 9100078625,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0300POMKPRCPOVIII2021 Tanggal 05 Agustus 2021 PO No 9100079001,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,1
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0377POMKPRCPOIX2021 Tanggal 28 September 2021 PO No 9100080901,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,98
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0392POMKPRCPOX2021 Tanggal 07 Oktober 2021 PO No 9100081336,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0432POMKPRCPOXI2021 Tanggal 04 November 2021 PO No 9100082337,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,98
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0470POMKPRCPOXII2021 Tanggal 02 Desember 2021 PO No 9100083485,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,98
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0096POMKPRCPOIII2021 Tanggal 10 Maret 2021 PO No 9100073923,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0122POMKPRCPOIV2021 Tanggal 01 April 2021 PO No 9100074721,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0224POMKPRCPOVI2021 Tanggal 17 Juni 2021 PO No 9100077122,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0306POMKPRCPOVIII2021 Tanggal 10 Agustus 2021 PO No 9100079145,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0392POMKPRCPOX2021 Tanggal 07 Oktober 2021 PO No 9100081336,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0398POMKPRCPOX2021 Tanggal 12 Oktober 2021 PO No 9100081484,80000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Palm Kernel  Surat Perjanjian JualBeli No0006POMKPRPKI2021 Tanggal 06 Januari 2021 PO No 9100071767,80000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel  Surat Perjanjian JualBeli No0046POMKPRPKII2021 Tanggal 03 Februari 2021 PO No 9100072703,80000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel DP 95 Surat Perjanjian JualBeli No0112POMKPRPKIII2021 Tanggal 24 Maret 2021 PO No 9100074438,80000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Palm Kernel DP 95 Surat Perjanjian JualBeli No0140POMKPRPKIV2021 Tanggal 14 April 2021 PO No 9100075154,80000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
Palm Kernel Pelunasan Surat Perjanjian JualBeli No0064POMKPRPKII2021 Tanggal 17 Februari 2021 PO No 9100073155,80000.0,service,Maintenance/Repair Service,0.8,The text refers to a service contract for the maintenance and repair of palm kernel processing equipment.,1
Palm Kernel Pelunasan Surat Perjanjian JualBeli No0401POMKPRPKX2021 Tanggal 13 Oktober 2021 PO No 9100081509,80000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",90000
Palm Kernel Pelunassan Surat Perjanjian JualBeli No0361POMKPRPKIX2021 Tanggal 15 September 2021 PO No 9100080439,80000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Palm Kernel Surat Perjanjian JualBeli No0150POMKPRPKIV2021 Tanggal 21 April 2021 PO No 9100075392,80000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CPOCrude Palm Oil NoKontrak 034PMCCPOII2021,80340.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PALM KERNEL,80370.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used for processing palm oil.,0
PALM KERNEL,80380.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PKPalm Kernel Kontrak No007PSJCPKI2021,80500.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel oil processing equipment.,1
PALM KERNEL PK,80860.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
CRUDE PALM OIL,80900.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
TBS PERIODE 23  27 JUNI 2021,82427.29688,service,Maintenance/Repair Service,0.8,TBS PERIODE 23 refers to a maintenance or repair service for palm oil processing equipment.,1
PALM KERNEL,82860.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL,83020.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,83240.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,84320.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Crude Palm Oil,84466.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Ongkos angkut CPO,84750.0,service,Transport service,1.0,Angkutan CPO (Oil Palm Fruit Transport) is a service that provides transportation of oil palm fruit from one location to another.,1
CRUDE PALM OIL CPO SESUAI KONTRAK NO SO01021021307202122152 DAN INVOICE NOINV00821021309202122137,85412.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PANJAR PALM KERNEL KONTRAK NO 010SJMSKJBPKII2021,85500.0,service,Maintenance/Repair Service,0.8,PANJAR PALM KERNEL KONTRAK NO 010SJMSKJBPKII2021 is a maintenance and repair service contract for palm kernel processing.,1
PANJAR PALM KERNEL KONTRAK NO 098SJMSKJBPKXI2021,85500.0,service,Maintenance/Repair Service,0.8,PANJAR PALM KERNEL KONTRAK NO 098SJMSKJBPKXI2021 is a maintenance or repair service for palm kernel processing machines.,1
Ongkos Angkut TBS Div 4,86190.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS DIV 3,86220.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PENJUALAN CPO 136CPOKSPSIPXI2021,86280.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,136
Tuslaag TBS Div 1,86280.0,service,Transport service,0.8,Tuslaag TBS Div 1 is a transportation service provider.,1
CRUDE PALM OIL,87720.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
PKPalm Kernel NoKontrak 059PMCPKIV2021,88460.0,service,Maintenance/Repair Service,0.8,The text mentions 'PKPalm Kernel' which is a service related to palm oil processing.,1
PKPalm Kernel NoKontrak 077PMCPKIV2021,88840.0,service,Maintenance/Repair Service,0.8,"The text refers to a maintenance and repair service for palm kernel, which is a product of the oil palm fruit.",1
PALM KERNEL,88940.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL,89860.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL,89870.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,90050.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPO Crude Palm Oil Kontrak 037CPOIMTLILIX2021,91220.0,product,Primary,1.0,CPO Crude Palm Oil Kontrak 037CPOIMTLILIX2021 is a product of palm oil fruit.,1
Penjualan CPO 280SRMCPOPKUXII2020,91370.0,product,Primary,1.0,Oil palm fruit is a primary product.,280
PALM KERNEL,91450.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut TBS DIV 1,91620.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
UANG MUKA PK  PALM KERNEL ,92500.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
TBS Periode 03  09 November 2021,92522.0,service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a common term used in the maintenance and repair services industry.,1
CPOCrude Palm Oil Kontrak No086PSJCCPOVIII2021,93340.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
CPO CRUDE PALM OIL,95000.0,product,Primary,1.0,"CPO Crude Palm Oil is a product that falls under the category of Primary, as it is directly related to the processing of palm oil.",100
Crude Palm Oil CPO 95000 Kg Kontrak 596CPOSMNIMTXII2021 PO 9100083686,95000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95000
PK PALM KERENEL,95000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
PK PALM KERNEL,95000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PK Palm Kernel,95000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel PK 95000 Kg Kontrak 255KERNELSMNIMTI2021 PO 9100071911,95000.0,service,Transport service,0.8,Palm kernel is a raw material for palm oil processing and transportation is required to deliver it to the processing plant.,95000
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No110PSJCCPOX2021,95000.0,service,Maintenance/Repair Service,0.8,The text refers to the payment of a service contract for palm oil processing.,1
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 038PMCCPOIII2021,95000.0,service,Maintenance/Repair Service,0.9,The text mentions 'Pembayaran Uang Muka' which is a payment service for palm oil processing contracts.,1
CPO,95240.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,100
PALM KERNEL,95380.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut TBS DIV 2,95470.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Palm Kernel,97070.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut CPO,97840.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,97960.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
INTI KELAPA SAWIT,98000.0,product,Primary,1.0,INTI KELAPA SAWIT is a type of oil palm fruit which is a primary product.,1
PALM KERNEL,98000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PENJUALAN CPO 028CPOKSPSIPIII2021,98000.0,product,Primary,1.0,PENJUALAN CPO refers to the sale of primary products such as palm oil fruit.,20
PENJUALAN CPO 049CPOKSPSIPIV2021,98000.0,product,Primary,1.0,Oil palm fruit is a primary product.,0
Panjar Penjualan CPO 001SRMCPOPKUI2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 022SRMCPOPKUI2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 026SRMCPOPKUII2021,98000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Panjar Penjualan CPO 044CPOPNNIIMTV2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 059SRMCPOPKUIII2021,98000.0,service,Maintenance/Repair Service,0.8,"The text mentions 'Penjualan' which means sale in Indonesian language, and it also includes the words 'CPO' which is an abbreviation for Crude Palm Oil, indicating that the product being sold is related to palm oil processing.",1
Panjar Penjualan CPO 062SRMCPOPKUIII2021,98000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Panjar Penjualan CPO 064SRMCPOPKUIII2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 100CPOPNNIIMTXI2021,98000.0,service,Maintenance/Repair Service,0.8,"The text mentions 'Penjualan' which means sale in Indonesian, and 'CPOPNNIIMTXI2021' which is a specific date and time related to the maintenance/repair service",1
Panjar Penjualan CPO 167SRMCPOPKUVII2021,98000.0,service,Transport service,0.8,"The text mentions 'Panjar Penjualan CPO', which is a transportation service for palm oil products.",1
Panjar Penjualan CPO 177SRMCPOPKUVII2021,98000.0,service,Maintenance/Repair Service,0.8,The text mentions 'Penjualan' which is a service related to the sale of palm oil products.,1
Panjar Penjualan CPO 197SRMCPOPKUVIII2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 201SRMCPOPKUVIII2021,98000.0,service,Transport service,0.8,The text refers to the sale of crude palm oil (CPO) which is a service.,201
Panjar Penjualan CPO 262SRMCPOPKUX2021,98000.0,service,Transport service,0.8,"The text refers to a sale of palm oil products, indicating that the product is related to transportation of goods.",262
Panjar Penjualan CPO 265SRMCPOPKUX2021,98000.0,product,Primary,1.0,Oil palm fruit,265
Panjar Penjualan CPO 276SRMCPOPKUX2021,98000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Panjar Penjualan CPO 285SRMCPOPKUX2021,98000.0,service,Transport service,0.9,The text mentions 'Panjar Penjualan CPO' which is a service for selling palm oil products.,1
Panjar Penjualan CPO 320SRMCPOPKUXI2021,98000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Uang muka PK PALM KERNEL  98  ,98000.0,product,Primary,1.0,Uang muka PK PALM KERNEL is a product of palm kernel.,98
Ongkos Angkut CPO,98210.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for oil palm fruit,1
Ongkos Angkut CPO,98220.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Palm Kernel  PK  ,98690.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
TBS Periode 19 Juli 2021,98732.70313,service,Maintenance/Repair Service,0.8,TBS Periode 19 Juli 2021 refers to a maintenance or repair service for palm oil processing machines or equipment.,1
Ongkos Angkut CPO,98950.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut TBS Div 6,99160.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut CPO,99230.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,99350.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Penjualan CPO 014SRMCPOPKUI2021,99360.0,product,Primary,1.0,Oil palm fruit is a primary product of the oil palm tree.,0
Minyak Sawit  CPO  ,99460.0,product,Primary,1.0,Minyak Sawit is a type of palm oil product.,0
CPO Crude Palm Oil Kontrak 016CPOIMTLILVI2021,99540.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
Minyak Sawit  CPO ,99540.0,product,Primary,1.0,Minyak Sawit is a type of oil extracted from the fruit of the oil palm tree.,0
TBS Periode 2730 Oktober 2021,99548.0,service,Maintenance/Repair Service,0.8,TBS Periode 2730 Oktober 2021 refers to a maintenance or repair service for palm oil processing machines or equipment.,1
Ongkos Angkut CPO,99570.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil CPO,99580.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
CPO CRUDE PALM OIL,99600.0,product,Primary,1.0,CPO Crude Palm Oil is a product derived from the oil palm fruit.,0
CRUDE PALM OIL,99640.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PK PALM KERNEL,99640.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
PALM KERNEL,99650.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL ,99660.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CPO CRUDE PALM OIL,99690.0,product,Primary,1.0,CPO Crude Palm Oil is a product derived from the oil palm fruit.,0
PALM KERNEL,99690.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is used directly in the processing of palm oil.,0
PK PALM KERNEL,99720.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Minyak Sawit  CPO  ,99730.0,product,Primary,1.0,Minyak Sawit is a type of palm oil product.,0
CPO,99740.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
PALM KERNEL PK,99760.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
Palm Kernel,99770.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CPO CRUDE PALM OIL,99780.0,product,Primary,1.0,CPO Crude Palm Oil is a primary product of the oil palm fruit.,100
CRUDE PALM OIL CPO,99780.0,product,Primary,1.0,Crude palm oil (CPO) is a primary product of the oil palm fruit.,0
PK PALM KERNEL,99800.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Pembelian Crude Palm Oil CPO,99800.0,product,Primary,1.0,Pembelian Crude Palm Oil CPO is a product as it is a raw material of palm oil fruit.,0
CRUDE PALM OIL,99810.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL PK,99810.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
CPO CRUDE PALM OIL,99830.0,product,Primary,1.0,CPO Crude Palm Oil is a product made from the oil palm fruit.,0
CPO,99850.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Palm Kernel,99860.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil CPO,99890.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
CPO CRUDE PALM OIL,99910.0,product,Primary,1.0,"CPO Crude Palm Oil is a product that falls under the category of Primary, as it is directly related to the processing of palm oil.",1000.0
PALM KERNEL,99930.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL,99940.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PK PALM KERNEL,99940.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CPO CRUDE PALM OIL,99950.0,product,Primary,1.0,CPO crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL CPO,99960.0,product,Primary,1.0,Crude palm oil (CPO) is a primary product of the oil palm fruit.,0
Crude Palm Oil,100000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Inti Sawit  PK  ,100000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL Kadar Air 8 max Kadar Kotoran 8 max,100000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
PENJUALAN CPO 003CPOKSPSIPI2021,100000.0,product,Primary,1.0,PENJUALAN CPO 003CPOKSPSIPI2021 is a product of palm oil fruit.,1
PENJUALAN CPO 019CPOSRJIMTII2021,100000.0,service,Maintenance/Repair Service,0.8,The text mentions 'PENJUALAN CPO' which is a service related to the maintenance and repair of palm oil processing equipment.,1
PENJUALAN CPO 027CPOSRJIMTIV2021,100000.0,product,Primary,1.0,PENJUALAN CPO is a product of oil palm fruit.,1
PENJUALAN CPO 071CPOSRJIMTX2021,100000.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,0
PENJUALAN CPO 081CPOSPJIMTVI2021,100000.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,81
PENJUALAN CPO 098CPOSRJTNXII2021,100000.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,0
PENJUALAN CPO 143CPOKSPSIPXII2021,100000.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,143
Penjualan CPO 001SRMCPOPKUI2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product of the oil palm tree.,0
Penjualan CPO 018CPOPNNIIMTIII2021,100000.0,service,Maintenance/Repair Service,0.9,"The text mentions 'penjualan' which means sale in Bahasa Indonesia, and 'CPOP' which is an abbreviation for Crude Palm Oil (CPO), indicating that the product being sold is related to palm oil processing.",1
Penjualan CPO 022SRMCPOPKUI2021,100000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",5000 kg
Penjualan CPO 024CPOPNNIIMTIII2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",0
Penjualan CPO 029CPOPNNIIMTIII2021,100000.0,product,Primary,1.0,"The text refers to the sale of palm oil, which is a primary product of the oil palm fruit.",0
Penjualan CPO 032SRMCPOPKUII2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,0
Penjualan CPO 053SRMCPOPKUIII2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,0
Penjualan CPO 064SRMCPOPKUIII2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product,0
Penjualan CPO 078CPOPNNIIMTIX2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",0
Penjualan CPO 078SRMCPOPKUIV2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,0
Penjualan CPO 090SRMCPOPKUIV2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,90
